E250118428L1C001R00504285302|Cx:i:14927|Cy:i:4180|33841CC40EED5|7F3D8	gi|2978656194|ref|XR_010583963.2|	Macaca fascicularis	95.238	84	4	0	1	84	744	661	99	1.36e-27	134	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC102136195), transcript variant X2, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|2978616259|ref|XR_012424937.1|	Macaca fascicularis	98.980	98	1	0	3	100	1703	1606	98	7.12e-39	173	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC135967497), transcript variant X4, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|2978616256|ref|XR_012424935.1|	Macaca fascicularis	98.980	98	1	0	3	100	1351	1254	98	7.12e-39	173	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC135967497), transcript variant X1, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|3129339668|ref|XR_013404982.1|	Macaca mulatta	98.980	98	1	0	3	100	1109	1012	98	7.12e-39	173	PREDICTED: Macaca mulatta uncharacterized LOC114672859 (LOC114672859), transcript variant X1, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|2978616260|ref|XR_012424938.1|	Macaca fascicularis	98.980	98	1	0	3	100	1220	1123	98	7.12e-39	173	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC135967497), transcript variant X5, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|3129339675|ref|XR_013404984.1|	Macaca mulatta	98.980	98	1	0	3	100	1231	1134	98	7.12e-39	173	PREDICTED: Macaca mulatta uncharacterized LOC114672859 (LOC114672859), transcript variant X3, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|3129339679|ref|XR_003723389.2|	Macaca mulatta	98.980	98	1	0	3	100	1303	1206	98	7.12e-39	173	PREDICTED: Macaca mulatta uncharacterized LOC114672859 (LOC114672859), transcript variant X4, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|2978616257|ref|XR_010581660.2|	Macaca fascicularis	98.980	98	1	0	3	100	1834	1737	98	7.12e-39	173	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC135967497), transcript variant X2, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|2978616261|ref|XR_012424939.1|	Macaca fascicularis	98.980	98	1	0	3	100	1292	1195	98	7.12e-39	173	PREDICTED: Macaca fascicularis uncharacterized lncRNA (LOC135967497), transcript variant X6, ncRNA
E250118428L1C002R04203408425|Cx:i:7940|Cy:i:17682|1DC90E007A460|7CFFC	gi|3129339672|ref|XR_013404983.1|	Macaca mulatta	98.980	98	1	0	3	100	1362	1265	98	7.12e-39	173	PREDICTED: Macaca mulatta uncharacterized LOC114672859 (LOC114672859), transcript variant X2, ncRNA
